movieId,title,genres,imdb_id,tmdb_id,ratings_count,zero_to_one_ratings_count,one_to_two_ratings_count,two_to_three_ratings_count,three_to_four_ratings_count,four_to_five_ratings_count,average_rating,tags,earliest_rating,latest_rating,earliest_tag,latest_tag
88,Black Sheep (1996),Comedy,115697,13997,16,1,3,4,6,2,3.16,no tag,845555694,1520408790,0,0
89,Nick of Time (1995),Action|Thriller,113972,2086,10,0,1,4,5,0,3.25,no tag,845555124,1498517086,0,0
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095,8,1,3,1,3,0,2.62,Jekyll and Hyde,832080615,1171365342,1138137574,1138137574
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158,9,1,1,4,3,0,2.83,no tag,832450076,1498504070,0,0
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283,10,0,0,1,8,1,3.95,no tag,829759809,1186086089,0,0
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208,84,5,16,35,21,7,3.02,no tag,829759809,1513989977,0,0
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154,1,0,0,0,1,0,3.5,theater,1053020997,1053020997,1138137537,1138137537
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406,10,0,0,3,3,4,3.9,no tag,839310140,1519120150,0,0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076,2,0,0,0,0,2,5,no tag,829759809,954482070,0,0
100,City Hall (1996),Drama|Thriller,115907,11062,14,1,2,10,1,0,2.79,no tag,839310140,1498511085,0,0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685,23,1,1,4,9,8,3.78,crime | off-beat comedy | quirky,940361171,1525287210,1138137460,1525287216
102,Mr. Wrong (1996),Comedy,117102,47475,5,3,0,0,1,1,2.4,no tag,845555436,965708653,0,0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045,3,0,0,3,0,0,3,no tag,844974425,863976674,0,0
104,Happy Gilmore (1996),Comedy,116483,9614,99,3,10,30,39,17,3.44,test tag | golf | Adam Sandler,829322340,1523814260,1137374014,1244787691
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688,23,1,1,12,7,2,3.28,no tag,829322340,1422640550,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907,1,0,0,0,1,0,4,no tag,986848784,986848784,0,0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874,26,1,2,12,7,4,3.33,muppets,832059716,1513132255,1137375573,1137375573
108,Catwalk (1996),Documentary,112646,89333,1,0,0,0,1,0,4,no tag,954482070,954482070,0,0
110,Braveheart (1995),Action|Drama|War,112573,197,237,5,8,36,87,101,4.03,beautiful scenery | epic | historical | inspirational | Medieval | mel gibson | Oscar (Best Cinematography) | revenge | sword fight | Scotland,829760897,1532993855,1137180974,1528152541
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103,104,0,4,17,36,47,4.11,assassination,829759809,1534178790,1137206513,1137206513
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542,46,1,3,17,17,8,3.54,no tag,831940093,1498539725,0,0
113,Before and After (1996),Drama|Mystery,115645,43566,3,0,0,2,1,0,3.33,no tag,845556257,858772291,0,0
116,Anne Frank Remembered (1995),Documentary,112373,51352,5,0,0,2,1,2,3.9,Holocaust,847221025,1053021622,1138040398,1138040398
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934,1,0,0,1,0,0,3,no tag,832080636,832080636,0,0
118,If Lucy Fell (1996),Comedy|Romance,116606,10324,2,0,1,1,0,0,2.5,no tag,961439170,965708217,0,0
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406,2,0,0,2,0,0,3,no tag,851609623,961438609,0,0
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119,2,0,0,0,2,0,4,no tag,832060318,953925072,0,0
122,Boomerang (1992),Comedy|Romance,103859,11066,16,1,4,9,2,0,2.66,dating,829828005,1391353786,1137373679,1137373679
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104,4,0,0,1,0,3,4.38,no tag,954482255,1442351313,0,0
125,Flirting With Disaster (1996),Comedy,116324,2074,12,1,1,2,5,3,3.58,no tag,834398717,1238944392,0,0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793,7,2,3,2,0,0,2,no tag,832060287,1004409854,0,0
128,Jupiter's Wife (1994),Documentary,110217,290157,1,0,0,1,0,0,3,no tag,1109410370,1109410370,0,0
129,Pie in the Sky (1996),Comedy|Romance,114131,110972,1,0,1,0,0,0,2,no tag,974937943,974937943,0,0
132,Jade (1995),Thriller,113451,11863,6,0,2,3,1,0,2.83,no tag,832449989,971277349,0,0
135,Down Periscope (1996),Comedy,116130,9101,31,4,4,12,10,1,2.95,no tag,840311042,1345842837,0,0
137,Man of the Year (1995),Documentary,113756,5757,1,0,0,1,0,0,3,no tag,847221054,847221054,0,0
140,Up Close and Personal (1996),Drama|Romance,118055,9302,16,0,0,8,6,2,3.5,journalism,829322340,1269122528,1137375031,1137375031
141,"Birdcage, The (1996)",Comedy,115685,11000,86,3,3,32,40,8,3.49,no tag,829322340,1535829766,0,0
144,"Brothers McMullen, The (1995)",Comedy,112585,16388,12,0,2,4,5,1,3.33,no tag,829760897,1519343783,0,0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737,51,2,5,19,22,3,3.25,no tag,829828005,1516155003,0,0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765,3,0,0,2,1,0,3.33,no tag,832060059,1032259081,0,0
147,"Basketball Diaries, The (1995)",Drama,112461,10474,15,0,1,5,7,2,3.47,addiction | heroin | Leonardo DiCaprio | Mark Wahlberg,839317076,1519137306,1457901624,1457901631
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279,1,0,0,0,0,1,5,no tag,829760897,829760897,0,0
149,Amateur (1994),Crime|Drama|Thriller,109093,30157,1,0,1,0,0,0,2,no tag,963179615,963179615,0,0
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568,201,1,12,46,85,57,3.85,moon | NASA | space,828124615,1535827366,1137180977,1137205234
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780,44,1,3,16,17,7,3.55,no tag,828124616,1422640471,0,0
152,"Addiction, The (1995)",Drama|Horror,112288,34996,2,1,1,0,0,0,1.5,no tag,966900418,1494036422,0,0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414,137,9,23,74,24,7,2.92,superhero | superhero,829760897,1535711533,1137375453,1139045840
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649,12,0,0,3,7,2,3.88,no tag,841109988,1435536521,0,0
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873,6,2,1,1,2,0,2.42,no tag,829760897,1519366950,0,0
156,Blue in the Face (1995),Comedy|Drama,112541,5894,3,0,1,0,2,0,3.33,no tag,963178259,1171733425,0,0
157,Canadian Bacon (1995),Comedy|War,109370,1775,11,0,5,3,2,1,2.86,no tag,845470963,1519259638,0,0
158,Casper (1995),Adventure|Children,112642,8839,62,8,12,25,12,5,2.81,no tag,829760897,1519124223,0,0
159,Clockers (1995),Crime|Drama|Mystery,112688,20649,14,1,3,5,4,1,2.89,no tag,829760897,1498513783,0,0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329,57,6,9,26,12,4,2.88,Michael Crichton,829760897,1498514053,1137373726,1137373726
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963,103,2,6,30,48,17,3.64,submarine,828124615,1533948998,1138137497,1138137497
162,Crumb (1994),Documentary,109508,26564,17,0,0,1,9,7,4.21,In Netflix queue,829760897,1537799250,1137202038,1137202038
163,Desperado (1995),Action|Romance|Western,112851,8068,66,3,3,23,22,15,3.56,no tag,829828005,1498501671,0,0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512,14,0,1,8,4,1,3.32,no tag,828124762,1498514387,0,0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572,144,2,12,53,48,29,3.56,no tag,828124615,1514238058,0,0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552,3,0,1,1,1,0,2.83,no tag,961438936,1055156234,0,0
168,First Knight (1995),Action|Drama|Romance,113071,6520,54,5,11,15,13,10,3.08,no tag,828124616,1529902272,0,0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073,10,2,2,5,1,0,2.4,no tag,828124616,1459797094,0,0
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428,35,1,3,20,6,5,3.23,no tag,832080961,1498525675,0,0
171,Jeffrey (1995),Comedy|Drama,113464,17447,6,0,0,3,1,2,3.83,no tag,835861068,965796904,0,0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886,53,7,15,16,12,3,2.68,no tag,831939875,1498510855,0,0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482,62,10,11,28,11,2,2.67,no tag,831939826,1498514499,0,0
174,Jury Duty (1995),Comedy,113500,19326,10,2,3,2,1,2,2.7,no tag,832449989,1172024267,0,0
175,Kids (1995),Drama,113540,9344,20,0,0,4,9,7,3.98,controversial | New York City | Nudity (Full Frontal),829760897,1498517973,1457901665,1457901671
176,Living in Oblivion (1995),Comedy,113677,9071,13,0,0,0,8,5,4.31,no tag,840876086,1518992145,0,0
177,Lord of Illusions (1995),Horror,113690,8973,8,2,0,4,2,0,2.75,no tag,832081105,1230930634,0,0
178,Love & Human Remains (1993),Comedy|Drama,107447,15730,1,1,0,0,0,0,1,no tag,829760898,829760898,0,0
179,Mad Love (1995),Drama|Romance,113729,47608,2,1,1,0,0,0,1.5,no tag,845555362,961514335,0,0
180,Mallrats (1995),Comedy|Romance,113749,2293,36,1,4,8,20,3,3.4,no tag,831940495,1516154589,0,0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070,17,6,2,6,3,0,2.26,no tag,832081063,1519175718,0,0
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787,2,0,0,1,1,0,3.5,no tag,832080615,1039396567,0,0
184,Nadja (1994),Drama,110620,34574,2,0,0,1,1,0,3.5,no tag,832080636,963179880,0,0
185,"Net, The (1995)",Action|Crime|Thriller,113957,1642,112,10,14,51,28,9,3.04,computers,828124616,1533946543,1137375604,1137375604
186,Nine Months (1995),Comedy|Romance,113986,11472,48,5,6,24,11,2,2.82,no tag,828124616,1515173845,0,0
187,Party Girl (1995),Comedy,114095,36196,4,0,0,1,1,2,4.12,no tag,963178398,1110230894,0,0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980,12,0,2,3,5,2,3.46,no tag,832080591,1498518504,0,0
189,Reckless (1995),Comedy|Fantasy,114241,58372,1,0,0,1,0,0,3,no tag,845556241,845556241,0,0
190,Safe (1995),Thriller,114323,32646,5,1,1,2,0,1,2.8,no tag,945079259,1049078712,0,0
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533,6,1,3,1,0,1,2.42,no tag,835533357,1519326661,0,0
193,Showgirls (1995),Drama,114436,10802,35,6,12,11,5,1,2.47,no tag,829760898,1519124888,0,0
194,Smoke (1995),Comedy|Drama,114478,10149,18,1,2,5,3,7,3.67,no tag,829760898,1479544506,0,0
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402,10,0,4,1,4,1,3.1,no tag,828124616,1519142337,0,0
196,Species (1995),Horror|Sci-Fi,114508,9348,45,5,10,21,9,0,2.67,no tag,829828006,1498516327,0,0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281,28,0,6,12,7,3,3.25,no tag,831940193,1498531881,0,0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967,4,0,0,1,1,2,4.12,Made me cry,832060204,1107193580,1137203124,1137203124
201,Three Wishes (1995),Drama|Fantasy,114663,47939,1,0,0,1,0,0,3,no tag,845556290,845556290,0,0
202,Total Eclipse (1995),Drama|Romance,114702,36834,1,0,0,1,0,0,3,no tag,1172015598,1172015598,0,0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090,22,0,0,13,6,3,3.43,no tag,832059474,1518640918,0,0
204,Under Siege 2: Dark Territory (1995),Action,114781,3512,30,5,6,11,6,2,2.72,no tag,828124616,1494035868,0,0
205,Unstrung Heroes (1995),Comedy|Drama,114798,52856,9,0,1,5,3,0,3.17,no tag,830247590,1054569172,0,0
206,Unzipped (1995),Documentary,114805,77350,2,0,1,0,1,0,3,no tag,839867522,954482107,0,0
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560,21,0,3,7,7,4,3.43,no tag,828124616,1519237998,0,0
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804,115,10,20,47,36,2,2.91,no tag,828124616,1515173379,0,0
209,White Man's Burden (1995),Drama,114928,31611,3,0,0,2,1,0,3.17,no tag,845556106,1498518003,0,0
210,Wild Bill (1995),Western,114938,65796,4,0,1,2,1,0,3,no tag,845556310,1519256344,0,0
211,"Browning Version, The (1994)",Drama,109340,49805,2,0,0,1,1,0,3.5,no tag,859721610,1242107980,0,0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258,3,0,1,0,2,0,3,no tag,845556181,1186257538,0,0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797,6,1,0,1,0,4,3.83,no tag,829760897,1446610221,0,0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155,2,0,0,0,2,0,4,no tag,858771796,963179452,0,0
215,Before Sunrise (1995),Drama|Romance,112471,76,24,1,1,2,10,10,4.04,generation X,829760897,1515161097,1138040410,1138040410
216,Billy Madison (1995),Comedy,112508,11017,49,3,5,17,16,8,3.33,school | Adam Sandler | stop looking at me swan,831940012,1498516455,1137373675,1244787726
217,"Babysitter, The (1995)",Drama|Thriller,112438,37141,6,2,2,1,0,1,2.33,no tag,839317437,1186085697,0,0
218,Boys on the Side (1995),Comedy|Drama,112571,9382,14,0,3,4,5,2,3.43,no tag,828124615,1498510964,0,0
219,"Cure, The (1995)",Drama,112757,6715,1,0,0,1,0,0,3,no tag,845556131,845556131,0,0
220,Castle Freak (1995),Horror,112643,18256,1,0,0,1,0,0,3,no tag,832080636,832080636,0,0
222,Circle of Friends (1995),Drama|Romance,112679,22625,16,2,0,2,8,4,3.75,Ireland,828124615,1247263465,1137181644,1137181644
223,Clerks (1994),Comedy,109445,2292,104,3,3,18,49,31,3.86,cynical | hilarious | independent film | quirky | witty | generation X,829760897,1513989951,1138137480,1457844086
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909,40,1,0,14,21,4,3.61,mental illness | psychology,829760897,1355956356,1138137516,1138137516
225,Disclosure (1994),Drama|Thriller,109635,8984,52,0,3,23,20,6,3.54,no tag,828124615,1237713593,0,0
227,Drop Zone (1994),Action|Thriller,109676,4954,22,3,3,11,4,1,2.86,no tag,828124615,1275547964,0,0
228,Destiny Turns on the Radio (1995),Comedy,112854,62488,3,1,0,2,0,0,2.33,no tag,829828005,961439623,0,0
229,Death and the Maiden (1994),Drama|Thriller,109579,10531,7,0,0,4,2,1,3.43,no tag,829760897,1498518838,0,0
230,Dolores Claiborne (1995),Drama|Thriller,109642,11929,24,0,1,13,8,2,3.4,Stephen King,829760897,1519183528,1138137506,1138137506
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467,133,13,18,51,33,18,3.06,no tag,829828005,1535470451,0,0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451,14,0,3,0,5,6,3.89,In Netflix queue,832840090,1181966557,1137201027,1137201027
233,Exotica (1994),Drama,109759,20156,12,0,0,6,6,0,3.5,no tag,832081076,1519143594,0,0
234,Exit to Eden (1994),Comedy,109758,18395,17,2,6,6,3,0,2.59,no tag,828124616,1519353754,0,0
235,Ed Wood (1994),Comedy|Drama,109707,522,70,1,6,16,32,15,3.68,movie business,829760897,1498501034,1137181651,1137181651
236,French Kiss (1995),Action|Comedy|Romance,113117,397,45,1,2,20,16,6,3.48,no tag,828124616,1498514152,0,0
237,Forget Paris (1995),Comedy|Romance,113097,10525,22,2,1,8,9,2,3.34,basketball | France | infertility,828124616,1519342967,1138137528,1138137528
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985,2,0,0,1,0,1,4,no tag,848994876,962685525,0,0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789,17,2,2,8,2,3,3,no tag,832450019,1510450952,0,0
240,Hideaway (1995),Thriller,113303,27303,4,0,2,2,0,0,2.38,no tag,837351074,1519173207,0,0
